,WorkerId,Language,Word,URL,Gender,Native Language,Years Spoken,Number of Languages Spoken,Pronunciations
441,A3D50Z9CO31UQG,English,men,https://vocaroo.com/i/s1a4esrfXwg2,2,E,O,2,"('man', 'men', 'man')"
442,A3D50Z9CO31UQG,English,carry,https://vocaroo.com/i/s09waeCblPfh,2,E,O,2,"('carry', 'carry', 'carry')"
443,A3D50Z9CO31UQG,English,several,https://vocaroo.com/i/s1q8R23tRTVe,2,E,O,2,"('sever', 'several', 'several')"
444,A3D50Z9CO31UQG,English,dry,https://vocaroo.com/i/s0qtHHDWsLpL,2,E,O,2,"('dry', 'fly', 'dry')"
445,A3D50Z9CO31UQG,English,kept,https://vocaroo.com/i/s0oqQHy7Gdta,2,E,O,2,"('cat', 'cat', 'kept')"
446,A3D50Z9CO31UQG,English,age,https://vocaroo.com/i/s1AUfMoXkQXM,2,E,O,2,"('age', 'age', 'age')"
447,A3D50Z9CO31UQG,English,effect,https://vocaroo.com/i/s0kOXKJaVhFu,2,E,O,2,"('affect', 'aspect', 'effect')"
448,A3D50Z9CO31UQG,English,determine,https://vocaroo.com/i/s0LyqsRicbRZ,2,E,O,2,"('determine', 'determine', 'determined')"
449,A3D50Z9CO31UQG,English,bar,https://vocaroo.com/i/s0uZcdRBKvuz,2,E,O,2,"('bar', 'far', 'bar')"
450,A1ZNO22R0CI05Q,English,sound,https://vocaroo.com/i/s1X5Wbb7kwlk,2,E,O,1,"('sound', 'sound', 'sound')"
451,A1ZNO22R0CI05Q,English,went,https://vocaroo.com/i/s0hspwPRjavI,2,E,O,1,"('went', 'went', 'went')"
452,A1ZNO22R0CI05Q,English,science,https://vocaroo.com/i/s1yvmO438Udp,2,E,O,1,"('science', 'science', 'science')"
453,A1ZNO22R0CI05Q,English,toward,https://vocaroo.com/i/s08ViTBZ8q7O,2,E,O,1,"('toward', 'toward', 'toward')"
454,A1ZNO22R0CI05Q,English,laugh,https://vocaroo.com/i/s1upXWO5tb18,2,E,O,1,"('laugh', 'laugh', 'laugh')"
455,A1ZNO22R0CI05Q,English,grass,https://vocaroo.com/i/s1zL6DtSIVhm,2,E,O,1,"('grass', 'grass', 'grass')"
456,A1ZNO22R0CI05Q,English,dress,https://vocaroo.com/i/s00nQOlz4IY5,2,E,O,1,"('dress', 'dress', 'dress')"
457,A1ZNO22R0CI05Q,English,expect,https://vocaroo.com/i/s0te9BTmD7En,2,E,O,1,"('expect', 'expect', 'expect')"
458,A1ZNO22R0CI05Q,English,nine,https://vocaroo.com/i/s1dGknCOKeLx,2,E,O,1,"('nine', 'nine', 'nine')"
459,A1ZNO22R0CI05Q,English,segment,https://vocaroo.com/i/s1LK7Zv7iky0,2,E,O,1,"('segment', 'segment', 'segment')"
460,ACNYYHTK64MJY,English,no,https://vocaroo.com/i/s0GLHsKbivvY,1,E,O,1,"('no', 'no', 'no')"
461,ACNYYHTK64MJY,English,light,https://vocaroo.com/i/s1PtYZmTLcch,1,E,O,1,"('light', 'light', 'white')"
462,ACNYYHTK64MJY,English,eat,https://vocaroo.com/i/s0oxGIQo6eVd,1,E,O,1,"('eat', 'eat', 'eat')"
463,ACNYYHTK64MJY,English,war,https://vocaroo.com/i/s0wfse4Kf4Wb,1,E,O,1,"('war', 'war', 'war')"
464,ACNYYHTK64MJY,English,thousand,https://vocaroo.com/i/s0RuqerR7JwK,1,E,O,1,"('thousand', 'thousand', 'thousand')"
465,ACNYYHTK64MJY,English,cow,https://vocaroo.com/i/s0zgAYX0UtG9,1,E,O,1,"('cow', 'cow', 'cow')"
466,ACNYYHTK64MJY,English,cloud,https://vocaroo.com/i/s0iheNO1NmsY,1,E,O,1,"('cloud', 'cloud', 'cloud')"
467,ACNYYHTK64MJY,English,crop,https://vocaroo.com/i/s0YZqJaHIZ42,1,E,O,1,"('croat', 'crop', 'clock')"
468,ACNYYHTK64MJY,English,truck,https://vocaroo.com/i/s1kbXliJL37r,1,E,O,1,"('truck', 'truck', 'truck')"
469,ACNYYHTK64MJY,English,slave,https://vocaroo.com/i/s1PiJdBkv2kY,1,E,O,1,"('slave', 'slave', 'slave')"
470,A1C2T79XTDHE39,English,most,https://vocaroo.com/i/s1xMHoXuaiYf,2,E,O,1,"('most', 'most', 'most')"
471,A1C2T79XTDHE39,English,kind,https://vocaroo.com/i/s083JqEwqv9k,2,E,O,1,"('kind', 'kind', 'tied')"
472,A1C2T79XTDHE39,English,room,https://vocaroo.com/i/s1uCM6LAaCGO,2,E,O,1,"('womb', 'boom', 'room')"
473,A1C2T79XTDHE39,English,lay,https://vocaroo.com/i/s1YaBazNHbt7,2,E,O,1,"('lay', 'lay', 'lay')"
474,A1C2T79XTDHE39,English,ago,https://vocaroo.com/i/s0S2pWjHnGnv,2,E,O,1,"('ago', 'ago', 'ago')"
475,A1C2T79XTDHE39,English,job,https://vocaroo.com/i/s06jQm4AqPdI,2,E,O,1,"('job', 'job', 'job')"
476,A1C2T79XTDHE39,English,surprise,https://vocaroo.com/i/s1bXh4zliZ4e,2,E,O,1,"('surprise', 'surprise', 'surprise')"
477,A1C2T79XTDHE39,English,modern,https://vocaroo.com/i/s0cEeYpkvryw,2,E,O,1,"('modern', 'modern', 'modern')"
478,A1C2T79XTDHE39,English,noise,https://vocaroo.com/i/s12aOBOu1e1f,2,E,O,1,"('noise', 'noise', 'noise')"
479,A1C2T79XTDHE39,English,duck,https://vocaroo.com/i/s0QwqfsjrIqW,2,E,O,1,"('duck', 'duck', 'duck')"
480,A3MBRQO3XAVTIV,English,over,https://vocaroo.com/i/s0Pf4cM15Fqs,2,E,O,1,"('over', 'over', 'over')"
481,A3MBRQO3XAVTIV,English,house,https://vocaroo.com/i/s1zbkU196cgi,2,E,O,1,"('house', 'house', 'house')"
482,A3MBRQO3XAVTIV,English,idea,https://vocaroo.com/i/s1FpF2xXB8fW,2,E,O,1,"('idea', 'idea', 'idea')"
483,A3MBRQO3XAVTIV,English,slow,https://vocaroo.com/i/s1L9BWTw60HT,2,E,O,1,"('slow', 'slow', 'slow')"
484,A3MBRQO3XAVTIV,English,game,https://vocaroo.com/i/s1ju766hwk2s,2,E,O,1,"('cane', 'came', 'game')"
485,A3MBRQO3XAVTIV,English,visit,https://vocaroo.com/i/s0mYpbOfQGNv,2,E,O,1,"('visit', 'visit', 'visit')"
486,A3MBRQO3XAVTIV,English,tiny,https://vocaroo.com/i/s092BcgTgEzj,2,E,O,1,"('tiny', 'tiny', 'tiny')"
487,A3MBRQO3XAVTIV,English,student,https://vocaroo.com/i/s0wTxSzogLyV,2,E,O,1,"('student', 'student', 'student')"
488,A3MBRQO3XAVTIV,English,gather,https://vocaroo.com/i/s1T1zPN8SZKf,2,E,O,1,"('gather', 'gather', 'gather')"
489,A3MBRQO3XAVTIV,English,degree,https://vocaroo.com/i/s0CY6v9Pjz13,2,E,O,1,"('degree', 'degree', 'degree')"
490,A1LOEZEDDBW23Y,English,know,https://vocaroo.com/i/s144XgnoBbEX,2,E,O,2,"('right', 'white', 'right')"
491,A1LOEZEDDBW23Y,English,picture,https://vocaroo.com/i/s0UnswAguo1m,2,E,O,2,"('picture', 'picture', 'picture')"
492,A1LOEZEDDBW23Y,English,fish,https://vocaroo.com/i/s0s6UWi76mbk,2,E,O,2,"('fish', 'fish', 'fish')"
493,A1LOEZEDDBW23Y,English,center,https://vocaroo.com/i/s08InVDxCLKB,2,E,O,2,"('center', 'center', 'center')"
494,A1LOEZEDDBW23Y,English,shape,https://vocaroo.com/i/s0KqJDQXKh51,2,E,O,2,"('shape', 'shape', 'shape')"
495,A1LOEZEDDBW23Y,English,past,https://vocaroo.com/i/s0ihqGwrPMhb,2,E,O,2,"('past', 'past', 'packed')"
496,A1LOEZEDDBW23Y,English,climb,https://vocaroo.com/i/s0MgxlNhbb5S,2,E,O,2,"('climb', 'climb', 'climb')"
497,A1LOEZEDDBW23Y,English,corner,https://vocaroo.com/i/s1Ym7h0xHnzK,2,E,O,2,"('corner', 'corner', 'corner')"
498,A1LOEZEDDBW23Y,English,shop,https://vocaroo.com/i/s1NOTSO4MUMD,2,E,O,2,"('shock', 'shock', 'shock')"
499,A1LOEZEDDBW23Y,English,populate,https://vocaroo.com/i/s1q1A9613Iwk,2,E,O,2,"('populate', 'populate', 'populate')"
500,A25EY8B3SXJ18J,English,than,https://vocaroo.com/i/s0gRQc9et47m,1,O,O,2,"('then', 'den', 'then')"
501,A25EY8B3SXJ18J,English,us,https://vocaroo.com/i/s0fBgMhjll7i,1,O,O,2,"('as', 'ask', 'us')"
502,A25EY8B3SXJ18J,English,stop,https://vocaroo.com/i/s0umqT0ZJMzn,1,O,O,2,"('stop', 'stop', 'stop')"
503,A25EY8B3SXJ18J,English,person,https://vocaroo.com/i/s1BRxTECQhjF,1,O,O,2,"('person', 'person', 'person')"
504,A25EY8B3SXJ18J,English,hot,https://vocaroo.com/i/s1LHffil73KX,1,O,O,2,"('hook', 'hot', 'hot')"
505,A25EY8B3SXJ18J,English,fun,https://vocaroo.com/i/s0DUXYmdEnJR,1,O,O,2,"('firm', 'fun', 'fun')"
506,A25EY8B3SXJ18J,English,design,https://vocaroo.com/i/s1qGPfysmieM,1,O,O,2,"('design', 'design', 'design')"
507,A25EY8B3SXJ18J,English,supply,https://vocaroo.com/i/s1CBAtOGTVzC,1,O,O,2,"('simply', 'simply', 'sharply')"
508,A25EY8B3SXJ18J,English,throw,https://vocaroo.com/i/s0gSJ5jE0gyV,1,O,O,2,"('drove', 'throw', 'throw')"
509,A25EY8B3SXJ18J,English,dear,https://vocaroo.com/i/s0EeVJqEbxHI,1,O,O,2,"('their', 'dare', 'there')"
511,A1NJBQX2LQZ64P,English,point,https://vocaroo.com/i/s18gcRcVzgvN,2,E,O,1,"('point', 'point', 'point')"
513,A1NJBQX2LQZ64P,English,appear,https://vocaroo.com/i/s0k2s5Dgtat6,2,E,O,1,"('appear', 'appear', 'appear')"
514,A1NJBQX2LQZ64P,English,heat,https://vocaroo.com/i/s07yoxBcop12,2,E,O,1,"('heat', 'heat', 'heat')"
515,A1NJBQX2LQZ64P,English,weather,https://vocaroo.com/i/s1sTF5IgYz0v,2,E,O,1,"('weather', 'weather', 'weather')"
516,A1NJBQX2LQZ64P,English,experiment,https://vocaroo.com/i/s1Fihfyuq2Ff,2,E,O,1,"('experiment', 'experiment', 'experiment')"
517,A1NJBQX2LQZ64P,English,imagine,https://vocaroo.com/i/s13ecpQVE0ys,2,E,O,1,"('imagine', 'imagine', 'imagine')"
518,A1NJBQX2LQZ64P,English,column,https://vocaroo.com/i/s0HBkCgBB34D,2,E,O,1,"('column', 'column', 'column')"
519,A1NJBQX2LQZ64P,English,drink,https://vocaroo.com/i/s0MYi8hYsA2m,2,E,O,1,"('drink', 'drink', 'drink')"
520,A2BLFFZ0VK2WNA,English,may,https://vocaroo.com/i/s1zymWrJ137P,1,E,O,2,"('may', 'may', 'may')"
521,A2BLFFZ0VK2WNA,English,mother,https://vocaroo.com/i/s0F9Tt75aW2e,1,E,O,2,"('mother', 'mother', 'mother')"
522,A2BLFFZ0VK2WNA,English,horse,https://vocaroo.com/i/s0e3BlUFGI5e,1,E,O,2,"('horse', 'horse', 'horse')"
523,A2BLFFZ0VK2WNA,English,road,https://vocaroo.com/i/s0xkdihEB0J2,1,E,O,2,"('road', 'road', 'road')"
524,A2BLFFZ0VK2WNA,English,snow,https://vocaroo.com/i/s0FClCiPCitF,1,E,O,2,"('snow', 'snow', 'snow')"
525,A2BLFFZ0VK2WNA,English,month,https://vocaroo.com/i/s1qULIl6W77x,1,E,O,2,"('month', 'month', 'month')"
526,A2BLFFZ0VK2WNA,English,bottom,https://vocaroo.com/i/s0nnRHESI6tn,1,E,O,2,"('bottom', 'bottom', 'bottom')"
527,A2BLFFZ0VK2WNA,English,provide,https://vocaroo.com/i/s0rrow8PGepL,1,E,O,2,"('provide', 'provide', 'provide')"
528,A2BLFFZ0VK2WNA,English,molecule,https://vocaroo.com/i/s12m6GJvITeA,1,E,O,2,"('molecule', 'molecule', 'molecule')"
529,A2BLFFZ0VK2WNA,English,occur,https://vocaroo.com/i/s1VpEiF5x1Hg,1,E,O,2,"('occur', 'occur', 'occur')"
530,A25EY8B3SXJ18J,English,down,https://vocaroo.com/i/s0401GPbYkMC,1,O,O,2,"('down', 'down')"
531,A25EY8B3SXJ18J,English,world,https://vocaroo.com/i/s1TtbKTUO6dg,1,O,O,2,"('word', 'ward')"
532,A25EY8B3SXJ18J,English,cut,https://vocaroo.com/i/s13KuCrnlprB,1,O,O,2,"('good', 'cut')"
533,A25EY8B3SXJ18J,English,map,https://vocaroo.com/i/s05jTZUlp7F9,1,O,O,2,"('map', 'mat')"
534,A25EY8B3SXJ18J,English,tire,https://vocaroo.com/i/s1PHld4EnfCH,1,O,O,2,"('die', 'tire')"
535,A25EY8B3SXJ18J,English,million,https://vocaroo.com/i/s1Ec2EjZptR6,1,O,O,2,"('million', 'million')"
536,A25EY8B3SXJ18J,English,key,https://vocaroo.com/i/s0EfFF0xpPIw,1,O,O,2,"('game', 'gay')"
537,A25EY8B3SXJ18J,English,agree,https://vocaroo.com/i/s1lrzKVj7bVk,1,O,O,2,"('angry', 'angry')"
538,A25EY8B3SXJ18J,English,select,https://vocaroo.com/i/s0LoZH0oUvft,1,O,O,2,"('senate', 'select')"
539,A25EY8B3SXJ18J,English,support,https://vocaroo.com/i/s1UXXjRzzhSK,1,O,O,2,"('circus', 'support')"
540,AIG1UGAMI99Z9,English,now,https://vocaroo.com/i/s0lsdA27EXwj,1,E,O,O,"('now', 'now', 'now')"
541,AIG1UGAMI99Z9,English,self,https://vocaroo.com/i/s1N46s5zatWB,1,E,O,O,"('self', 'self', 'self')"
542,AIG1UGAMI99Z9,English,color,https://vocaroo.com/i/s1eTvarZD8Q1,1,E,O,O,"('color', 'color', 'color')"
543,AIG1UGAMI99Z9,English,govern,https://vocaroo.com/i/s1UPpm3IPAnU,1,E,O,O,"('govern', 'given', 'cavan')"
544,AIG1UGAMI99Z9,English,distant,https://vocaroo.com/i/s0JmWm5PPQzo,1,E,O,O,"('distant', 'distant', 'distant')"
545,AIG1UGAMI99Z9,English,happy,https://vocaroo.com/i/s0DJUjw6uuhJ,1,E,O,O,"('happy', 'happy', 'happy')"
546,AIG1UGAMI99Z9,English,stick,https://vocaroo.com/i/s1HcAwHLNEwS,1,E,O,O,"('stick', 'stick', 'stick')"
547,AIG1UGAMI99Z9,English,won't,https://vocaroo.com/i/s1uxy569R7fJ,1,E,O,O,"(""won't"", ""won't"", ""won't"")"
548,AIG1UGAMI99Z9,English,repeat,https://vocaroo.com/i/s0SBzDQEH9eK,1,E,O,O,"('repeat', 'repeat', 'repeat')"
549,AIG1UGAMI99Z9,English,range,https://vocaroo.com/i/s1GA0idwaVte,1,E,O,O,"('range', 'range', 'range')"
